,full_pathname,filename,recanvo_id,function,mean_valence,mean_arousal,duration,mean_pitch,pitch_range,min_pitch,max_pitch,stdev_pitch,mean_intensity,intensity_range,min_intensity,max_intensity,formant1_mean,formant2_mean,formant3_mean,formant1_stdev,formant2_stdev,formant3_stdev,local_jitter,local_abs_jitter,rap_jitter,ppq5_jitter,ddp_jitter,local_shimmer,local_db_shimer,apq3_shimmer,apq5_shimmer,apq11_shimmer,dda_shimmer,hnr
356,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 dysregulated survey/200623_2014_00-11-56.59--00-11-57.44.wav,200623_2014_00-11-56.59--00-11-57.44.wav,p06,dysregulated,3.231481481,3.268518519,0.844988662,319.6786194,86.81685849,259.6002035,346.417062,31.96474966,78.74155037,51.12469221,32.36643421,83.49112642,696.4684277,1431.660669,2392.282544,67.82507038,125.5900892,292.7160859,0.002315464,7.24E-06,0.000550093,0.000732069,0.001650279,0.030284481,0.357798963,0.008858632,0.014664755,0.031093713,0.026575895,29.93051149
357,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 dysregulated survey/200623_2014_00-11-50.44--00-11-51.61.wav,200623_2014_00-11-50.44--00-11-51.61.wav,p06,dysregulated,3.037037037,3.703703704,1.17,350.5738166,349.967193,269.2711393,619.2383323,59.66595625,84.95742305,41.22689124,47.09387757,88.32076881,674.4012988,1477.222831,2484.756368,86.13667656,259.712021,343.90948,0.003767427,1.08E-05,0.001417223,0.002084159,0.004251669,0.023997443,0.322982121,0.008855149,0.012199046,0.021084548,0.026565447,34.38594676
358,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 dysregulated survey/200623_2014_00-11-55.29--00-11-56.12.wav,200623_2014_00-11-55.29--00-11-56.12.wav,p06,dysregulated,3.416666667,3.685185185,0.834013605,505.1819079,114.4180061,421.4120027,535.8300089,34.2298404,85.00861594,48.06822386,40.96421242,89.03243628,989.710003,1337.690802,2296.903039,76.14021114,297.8991821,440.0777481,0.003983669,7.89E-06,0.001717065,0.002127583,0.005151195,0.022080037,0.303627935,0.008219016,0.011680252,0.021672969,0.024657047,35.23974538
359,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 dysregulated survey/200623_2014_00-11-58.21--00-11-58.97.wav,200623_2014_00-11-58.21--00-11-58.97.wav,p06,dysregulated,3.333333333,3.722222222,0.758004535,478.0905935,122.795713,387.6118116,510.4075247,30.86795858,85.06315971,60.62272015,28.50250698,89.12522713,912.7296297,1461.180375,2474.321506,97.83889821,332.6834861,459.1694839,0.006587816,1.38E-05,0.002919965,0.003829608,0.008759894,0.025898058,0.363810602,0.009457484,0.015780451,0.024417448,0.028372453,31.65598573
360,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200603_2227_00-08-16.63--00-08-17.09.wav,200603_2227_00-08-16.63--00-08-17.09.wav,p06,selftalk,3.12037037,3.287037037,0.457006803,524.0097211,195.3171347,388.9159405,584.2330752,43.44201908,83.92900434,26.23505329,61.66224842,87.89730171,555.8719999,1330.115128,2411.412379,65.95168857,209.6188847,374.8567177,0.014499414,2.78E-05,0.005800354,0.009373062,0.017401061,0.057772011,0.78023322,0.020065716,0.039882296,0.076751503,0.060197147,20.44814673
361,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200603_2218_00-01-09.89--00-01-10.62.wav,200603_2218_00-01-09.89--00-01-10.62.wav,p06,selftalk,2.981481481,2.583333333,0.73600907,492.379231,151.3367877,378.3293759,529.6661636,40.09939257,81.28054354,44.99249998,44.16602802,89.158528,649.754029,1601.514979,2599.255221,249.9557866,330.0601631,451.2419064,0.007420396,1.51E-05,0.003044262,0.003781328,0.009132787,0.040782741,0.482776512,0.012374686,0.019813566,0.042905978,0.037124057,24.94328805
362,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200603_2227_00-01-29.39--00-01-30.39.wav,200603_2227_00-01-29.39--00-01-30.39.wav,p06,selftalk,3.37037037,2.907407407,1.00031746,386.3678994,341.6743468,168.0004277,509.6747745,114.5269487,79.39023966,37.80413065,47.51688527,85.32101592,727.7446224,1639.463645,2638.971832,291.963742,414.3817237,443.2566959,0.008471051,2.18E-05,0.003492833,0.004428246,0.010478499,0.071930522,0.885836086,0.02901283,0.049517197,0.083688755,0.087038489,21.51604144
363,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200623_2014_00-13-57.64--00-13-59.03.wav,200623_2014_00-13-57.64--00-13-59.03.wav,p06,selftalk,3.194444444,3.935185185,1.39600907,366.7297526,526.7002273,105.6133051,632.3135324,120.7665448,82.08259582,48.13732402,40.21746254,88.35478656,645.9762181,1484.769567,2380.772347,184.1668813,325.7240954,481.6532685,0.006862345,1.87E-05,0.003231328,0.003629212,0.009693985,0.046612106,0.643534039,0.016396796,0.0263215,0.054487152,0.049190389,24.29078612
364,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200607_0053_00-02-15.02--00-02-15.47.wav,200607_0053_00-02-15.02--00-02-15.47.wav,p06,selftalk,2.972222222,2.5,0.442018141,551.530161,53.90823038,527.8555029,581.7637333,16.41803252,83.29054072,18.59700203,69.13762688,87.73462892,555.7289071,1341.356876,2490.803099,30.51724898,202.0405206,426.7667974,0.005722827,1.04E-05,0.00272214,0.003335116,0.00816642,0.047882929,0.654969989,0.005701082,0.011699635,0.043006626,0.017103246,31.13837182
365,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200623_2014_00-21-02.59--00-21-03.41.wav,200623_2014_00-21-02.59--00-21-03.41.wav,p06,selftalk,3.305555556,3.75,0.816984127,323.3208642,74.8090795,268.9598191,343.7688986,16.7581001,82.10470537,35.00452176,51.21657666,86.22109842,686.9145831,1499.838778,2228.468637,72.59555327,224.1293838,375.0679149,0.01466928,4.55E-05,0.006741482,0.0087623,0.020224447,0.069008512,0.910356585,0.028397932,0.051767031,0.081510767,0.085193796,21.18950181
366,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200603_2227_00-01-32.03--00-01-32.79.wav,200603_2227_00-01-32.03--00-01-32.79.wav,p06,selftalk,3.064814815,2.694444444,0.768072562,518.2664194,185.8272296,369.6739972,555.5012268,42.17657502,79.28100368,46.80446393,38.40823845,85.21270238,577.3452345,1503.045666,2363.117429,120.6296233,218.4245064,393.4741815,0.003779561,7.29E-06,0.001070722,0.001575331,0.003212166,0.034200144,0.319909726,0.007436111,0.014622427,0.043814156,0.022308333,28.92401729
367,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200603_2218_00-03-24.59--00-03-25.56.wav,200603_2218_00-03-24.59--00-03-25.56.wav,p06,selftalk,3.018518519,3.203703704,0.964988662,394.2192288,370.9689079,264.407492,635.3763999,126.5994471,81.92434432,50.08500312,38.60275715,88.68776027,647.076381,1590.565624,2463.489004,104.3960084,268.5608437,407.3053096,0.003424272,8.72E-06,0.00126118,0.001557359,0.003783539,0.052354554,0.742286716,0.01070629,0.019384182,0.056117617,0.032118869,29.68080973
368,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200607_0053_00-01-07.756--00-01-08.378.wav,200607_0053_00-01-07.756--00-01-08.378.wav,p06,selftalk,2.972222222,2.703703704,0.622018141,538.4391853,59.70691352,500.5617423,560.2686559,14.77286228,83.80518516,35.88860787,52.33976483,88.2283727,548.5310992,1225.492547,2490.868404,38.16401899,259.3001333,309.8857403,0.003567762,6.63E-06,0.001882318,0.001559952,0.005646954,0.022072682,0.329906977,0.005201472,0.008347626,0.022903303,0.015604417,35.57019624
369,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 self talk survey/200603_2218_00-02-20.43--00-02-21.32.wav,200603_2218_00-02-20.43--00-02-21.32.wav,p06,selftalk,3.055555556,2.861111111,0.892993197,511.3737238,239.5400934,346.1845516,585.724645,79.64194915,81.30246837,50.10409986,38.22588596,88.32998582,616.2744177,1683.377834,2754.721722,233.7243978,293.1147403,509.1424499,0.009869621,1.93E-05,0.004712981,0.006342576,0.014138943,0.04963901,0.564601027,0.015655061,0.028192842,0.054833071,0.046965184,23.81499689
370,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200607_0053_00-05-29.53--00-05-30.33.wav,200607_0053_00-05-29.53--00-05-30.33.wav,p06,request,,,0.80600907,346.9177583,175.4575007,265.7713334,441.2288342,61.19370761,75.86672208,51.69832317,33.22434362,84.92266679,878.6513409,1777.61233,2837.539508,173.8187717,120.6191476,388.1082184,0.030870293,9.03E-05,0.011489337,0.019086086,0.03446801,0.161937683,1.657052566,0.071814533,0.123659323,0.121953878,0.2154436,4.973550373
371,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200527_1746_00-01-50.55--00-01-51.17.wav,200527_1746_00-01-50.55--00-01-51.17.wav,p06,request,,,0.624013605,362.6127475,95.17066854,290.5751078,385.7457763,21.13393222,81.72632492,23.22323722,61.95678081,85.18001803,735.0438908,1582.633087,2561.120528,248.3170962,144.9127549,450.0317301,0.006135188,1.70E-05,0.002741431,0.002610627,0.008224292,0.073089793,0.807567155,0.035712245,0.042211479,0.074334723,0.107136735,19.83097359
372,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200609_1728_00-13-56.53--00-13-57.14.wav,200609_1728_00-13-56.53--00-13-57.14.wav,p06,request,3.203703704,3.148148148,0.609002268,375.1352387,401.1843736,233.2762685,634.4606422,115.7913872,81.16670781,39.44725702,49.25260181,88.69985884,629.5714377,1382.30064,2093.161007,109.2756047,232.7304764,509.7800684,0.008880959,2.40E-05,0.002371846,0.003065959,0.007115538,0.056156686,0.520584794,0.015650214,0.023901732,0.061160815,0.046950643,26.29847641
373,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200527_2220_00-06-12.56--00-06-13.06.wav,200527_2220_00-06-12.56--00-06-13.06.wav,p06,request,3.361111111,3.638888889,0.500997732,498.1366777,128.6848833,404.9757354,533.6606186,37.40433181,85.46025754,33.77311914,54.72083376,88.4939529,947.9923847,1399.322232,2371.712069,131.5334389,334.7119265,375.9797167,0.008166821,1.64E-05,0.00325245,0.005031494,0.009757349,0.053330288,0.663190649,0.015389292,0.028859616,0.064384426,0.046167876,28.58682788
374,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200527_2220_00-11-14.45--00-11-15.09.wav,200527_2220_00-11-14.45--00-11-15.09.wav,p06,request,3.138888889,3.148148148,0.648004535,477.5180288,352.1644729,265.8773591,618.041832,92.37288213,82.0135419,35.9951336,51.64530798,87.64044158,587.2385444,1514.094655,2631.849453,79.46480651,230.6169624,383.3279224,0.024492595,5.16E-05,0.012838295,0.013263928,0.038514884,0.065954722,0.956406039,0.021540766,0.031117765,0.071847628,0.064622299,19.10549011
375,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200609_1728_00-05-23.53--00-05-23.99.wav,200609_1728_00-05-23.53--00-05-23.99.wav,p06,request,3.12037037,2.944444444,0.461995465,520.4068945,224.7622178,355.606009,580.3682269,68.24603022,83.64940142,37.68715622,49.38716894,87.07432515,567.661513,1382.783468,2445.304763,92.02607041,275.3048808,428.0178103,0.024885614,4.77E-05,0.013821296,0.013609536,0.041463887,0.120794053,1.152613655,0.063730174,0.077359134,0.088083301,0.191190523,18.77590211
376,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200527_2220_00-04-13.63--00-04-14.2.wav,200527_2220_00-04-13.63--00-04-14.2.wav,p06,request,3.333333333,3.212962963,0.579002268,433.2870235,356.8989581,270.9903742,627.8893323,91.17709586,80.23844578,25.79072829,59.96914242,85.75987071,520.8425167,1862.184684,2545.534306,99.09073613,242.290675,251.3448838,0.012208103,2.80E-05,0.005722644,0.006328202,0.017167933,0.055244552,0.671118798,0.015331862,0.024769208,0.067514181,0.045995586,21.0524625
377,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200602_1732_00-14-24.93--00-14-25.35.wav,200602_1732_00-14-24.93--00-14-25.35.wav,p06,request,2.916666667,2.435185185,0.42,487.0151628,70.54589019,440.6112088,511.1570989,18.83606629,84.58763774,35.67929251,51.77413264,87.45342515,499.7507575,1296.594152,2139.914575,30.73438496,141.6905039,278.5518368,0.004919052,1.01E-05,0.002526865,0.002670524,0.007580594,0.030277057,0.429128901,0.009516303,0.014105521,0.017748057,0.02854891,31.99652561
378,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200623_2014_00-21-23.34--00-21-24.14.wav,200623_2014_00-21-23.34--00-21-24.14.wav,p06,request,3.287037037,3.425925926,0.804013605,311.3754685,100.8312321,248.693771,349.5250032,19.73904552,81.55773967,38.4281674,49.1309231,87.55909049,715.0561739,1558.760877,2495.786288,193.0829127,251.6442789,443.0752571,0.011097286,3.56E-05,0.004850259,0.005500318,0.014550776,0.085382094,0.945704724,0.029399368,0.061183708,0.121939278,0.088198105,21.44986494
379,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 request survey/200527_2220_00-02-38.61--00-02-39.03c.wav,200527_2220_00-02-38.61--00-02-39.03c.wav,p06,request,,,0.712562358,339.2096559,148.714366,233.4947079,382.2090739,53.58526636,77.4349813,35.63961591,48.76807313,84.40768904,617.9725546,1544.632976,2683.751474,149.6647585,213.5486066,377.1358917,0.007471805,2.19E-05,0.00301037,0.003466708,0.009031109,0.050194958,0.624132903,0.019767296,0.027483567,0.053829294,0.059301887,20.920309
380,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200623_2014_00-12-07.56--00-12-08.2.wav,200623_2014_00-12-07.56--00-12-08.2.wav,p06,frustrated,3.407407407,3.305555556,0.64,411.6641041,34.22011078,386.2358818,420.4559925,9.49748826,84.3354823,46.42937179,42.36517108,88.79454287,807.2071592,1391.295682,2449.907674,82.03263475,327.0824699,630.6893868,0.002484364,6.04E-06,0.000924395,0.001075173,0.002773184,0.030447466,0.437828203,0.007544776,0.011123187,0.013341882,0.022634328,37.87997201
381,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200623_2014_00-09-15.17--00-09-15.98.wav,200623_2014_00-09-15.17--00-09-15.98.wav,p06,frustrated,3.324074074,3.527777778,0.804988662,430.4892618,54.91431991,396.7198739,451.6341938,15.28153019,84.38294214,46.16294453,42.21911457,88.3820591,847.1114026,1671.623674,2537.309767,48.94251357,172.0501345,370.1643068,0.003082118,7.17E-06,0.001256891,0.001379675,0.003770674,0.024640069,0.376444955,0.007008945,0.010424171,0.027480971,0.021026835,37.45243118
382,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200603_2227_00-09-21.92--00-09-22.58.wav,200603_2227_00-09-21.92--00-09-22.58.wav,p06,frustrated,3.185185185,3.009259259,0.653945578,329.3862121,59.14931886,292.9964589,352.1457777,16.20815754,79.33156217,28.8733793,53.72091303,82.59429233,679.7720418,1368.907635,2214.390698,89.59201527,125.805796,334.1871299,0.007105138,2.16E-05,0.003258292,0.004334362,0.009774875,0.042320627,0.606153728,0.016573164,0.029337269,0.046651631,0.049719491,26.32416086
383,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200623_2014_00-12-40.31--00-12-40.99.wav,200623_2014_00-12-40.31--00-12-40.99.wav,p06,frustrated,3.12962963,2.87962963,0.672993197,359.8754485,357.1951717,267.8101294,625.0053012,116.2851069,78.20223968,52.07825344,31.74778838,83.82604182,630.1478576,1288.937769,2520.431877,104.7747926,160.7336014,296.8569321,0.00342968,9.67E-06,0.001613932,0.001983941,0.004841797,0.047456426,0.537504079,0.016565069,0.02499217,0.054880808,0.049695208,26.79031627
384,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200623_2014_00-12-23.37--00-12-24.08.wav,200623_2014_00-12-23.37--00-12-24.08.wav,p06,frustrated,3.324074074,3.296296296,0.71,348.7755514,29.94971863,327.7662721,357.7159907,7.884071302,82.90100595,40.23929744,47.78424172,88.02353915,702.765103,1408.624157,2557.604063,47.18939283,83.08516571,361.5309375,0.002736773,7.85E-06,0.000885514,0.000820444,0.002656543,0.033897397,0.461433231,0.008223387,0.011310861,0.028990532,0.024670162,33.28171949
385,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200603_2227_00-09-50.43--00-09-50.99.wav,200603_2227_00-09-50.43--00-09-50.99.wav,p06,frustrated,2.962962963,3.166666667,0.562018141,561.1235432,66.56418711,524.1801049,590.744292,21.97119439,82.07553759,39.68489252,46.66304973,86.34794225,599.3057965,1504.573331,2232.993664,73.83585263,251.8424691,516.671646,0.002906951,5.19E-06,0.001113624,0.00155937,0.003340873,0.02630522,0.391688711,0.00716036,0.010565369,0.024195119,0.02148108,28.81434525
386,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200603_2227_00-14-33.31--00-14-33.89.wav,200603_2227_00-14-33.31--00-14-33.89.wav,p06,frustrated,3.5,3.305555556,0.581995465,373.3000351,274.1740098,157.7726244,431.9466342,87.13312064,83.57852118,26.45994463,60.94893815,87.40888279,754.0485933,1473.284727,2393.526956,144.8849426,327.3708472,479.2962726,0.008189734,2.17E-05,0.003751047,0.004353732,0.01125314,0.03892021,0.656089381,0.014274735,0.019003761,0.031549764,0.042824205,24.67690019
387,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200603_2227_00-09-25.79--00-09-26.88.wav,200603_2227_00-09-25.79--00-09-26.88.wav,p06,frustrated,4.157407407,3.435185185,1.089002268,292.5220116,104.5447503,253.5055579,358.0503082,33.38365711,77.65738142,58.33442752,29.1860865,87.52051402,764.4219135,1682.949943,2700.887739,194.324072,230.5828133,359.3277309,0.024875545,8.54E-05,0.010125586,0.014188781,0.030376757,0.122562838,1.236556112,0.044452663,0.089670274,0.118666721,0.133357988,9.77371455
388,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200602_1650_00-07-12.00--00-07-12.57.wav,200602_1650_00-07-12.00--00-07-12.57.wav,p06,frustrated,3.092592593,2.805555556,0.57185941,528.9982338,91.39473165,460.4637335,551.8584651,22.63814738,79.64478206,40.73810069,43.21834865,83.95644934,577.1509281,1513.501069,2322.997739,153.734003,230.4258596,574.6001422,0.005756217,1.09E-05,0.002025396,0.003084745,0.006076188,0.035121507,0.542175194,0.010064085,0.01836183,0.035974584,0.030192256,24.78443668
389,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 frustrated survey/200603_2227_00-14-37.53--00-14-38.02.wav,200603_2227_00-14-37.53--00-14-38.02.wav,p06,frustrated,2.935185185,3.018518519,0.48600907,549.440496,38.5959728,532.6493734,571.2453462,11.87473679,84.77327272,44.94570411,43.18939204,88.13509615,591.2713752,1562.152595,2427.94219,113.1592091,181.9395836,404.1263187,0.005713905,1.04E-05,0.002123518,0.003110123,0.006370555,0.026353461,0.573154261,0.005183516,0.009271081,0.024201874,0.015550549,29.26151998
390,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200607_0053_00-18-01.25--00-18-01.80c.wav,200607_0053_00-18-01.25--00-18-01.80c.wav,p06,delighted,3.703703704,2.564814815,0.565736961,224.6894164,171.973945,109.8373389,281.8112839,22.53666821,64.22008196,37.69189614,33.67649152,71.36838767,561.2010022,2015.623916,2846.588664,328.0910679,423.5248323,358.1355496,0.020880619,9.19E-05,0.01162219,0.00853358,0.03486657,0.117905422,1.249447757,0.036192255,0.061987395,0.127811855,0.108576765,11.13676478
391,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200527_1738_00-02-29.95--00-02-30.68.wav,200527_1738_00-02-29.95--00-02-30.68.wav,p06,delighted,,,0.734013605,259.1327787,51.80167348,230.1789279,281.9806014,9.231283769,71.63463386,35.0759794,41.54505545,76.62103485,710.6653799,1849.338747,2913.976266,556.0752361,462.1071118,368.9973087,0.014181528,5.47E-05,0.007775326,0.00865843,0.023325979,0.037166594,0.81925671,0.008774324,0.013783674,0.036147569,0.026322973,27.90930655
392,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200527_2220_00-03-39.83--00-03-40.34c.wav,200527_2220_00-03-39.83--00-03-40.34c.wav,p06,delighted,,,0.5069161,312.0620198,120.3701967,245.2255851,365.5957819,40.81503443,73.76247337,38.4237337,43.94178645,82.36552016,547.5499053,1707.810094,2707.492099,161.2324229,156.8851144,156.6837126,0.043295182,0.000140597,0.021974808,0.022388026,0.065924424,0.217769528,1.48472221,0.065606582,0.101131047,0.055002768,0.196819745,9.534642844
393,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200607_0053_00-08-40.04--00-08-40.42.wav,200607_0053_00-08-40.04--00-08-40.42.wav,p06,delighted,2.916666667,2.537037037,0.380861678,505.8347272,131.6811419,429.8264165,561.5075584,42.42364121,82.1850373,26.57570142,59.26949796,85.84519938,516.6636632,1267.173875,2666.739934,44.20891396,148.5214452,432.6094279,0.009816249,1.94E-05,0.004245063,0.005919011,0.012735189,0.061907366,0.895048817,0.025940745,0.031570455,0.070701132,0.077822234,22.37527281
394,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200603_2227_00-09-32.0--00-09-33.6.wav,200603_2227_00-09-32.0--00-09-33.6.wav,p06,delighted,2.740740741,2.388888889,1.607006803,352.1869087,315.4895577,100.1377674,415.6273251,50.39467439,74.42722302,37.19639302,46.90036329,84.0967563,535.7014524,1510.104147,2536.678329,246.5078459,341.8791525,493.4939457,0.003235128,9.14E-06,0.001560701,0.001877379,0.004682102,0.027945352,0.351827864,0.008022349,0.012180912,0.024327633,0.024067048,32.40923947
395,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200527_2220_00-04-23.3--00-04-23.86.wav,200527_2220_00-04-23.3--00-04-23.86.wav,p06,delighted,3.87962963,3.203703704,0.553174603,309.4014457,236.6269427,245.8397821,482.4667248,54.0753324,72.74125134,39.37302173,41.88864407,81.2616658,629.1658661,1897.740661,2731.909399,86.36026493,76.44800632,239.1524077,0.039684156,0.000128887,0.020350141,0.020437764,0.061050424,0.174658763,1.903867671,0.053912358,0.0614757,0.051257311,0.161737075,5.969750169
396,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200602_1650_00-04-37.14--00-04-37.74.wav,200602_1650_00-04-37.14--00-04-37.74.wav,p06,delighted,3.944444444,3.324074074,0.598004535,327.480596,172.6394914,262.6879771,435.3274685,56.08401837,75.10587348,44.86811287,39.84677872,84.71489159,628.4636548,1840.683337,2679.660238,137.9379459,195.4491485,369.4208906,0.06129688,0.000189415,0.029832644,0.041337066,0.089497933,0.195686998,1.460958095,0.08160935,0.182714088,0.423923483,0.244828049,5.318825878
397,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200602_1732_00-09-00.681--00-09-01.604.wav,200602_1732_00-09-00.681--00-09-01.604.wav,p06,delighted,3.101851852,2.740740741,0.922993197,451.0936829,95.61272861,392.5600358,488.1727644,23.75500846,83.62521855,58.84525828,30.43167338,89.27693166,557.355235,1319.644633,2405.083076,153.9653675,464.1607437,600.1499714,0.002750526,6.10E-06,0.000887269,0.001409474,0.002661806,0.017388131,0.237887894,0.003336125,0.005750864,0.015414381,0.010008375,32.44627843
398,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200602_1732_00-04-18.37--00-04-19.10c.wav,200602_1732_00-04-18.37--00-04-19.10c.wav,p06,delighted,3.138888889,2.425925926,0.719478458,323.206375,67.38914672,298.0251471,365.4142939,20.4610416,75.10994911,44.94479284,35.92294384,80.86773668,421.7161754,1658.989775,2615.508473,104.4256391,236.8844826,543.7331713,0.008391104,2.62E-05,0.003946483,0.004670805,0.011839448,0.044953059,0.625765318,0.014452833,0.02228693,0.043272442,0.0433585,24.93162006
399,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p06/p06 delighted survey/200527_1738_00-02-16.37--00-02-17.01.wav,200527_1738_00-02-16.37--00-02-17.01.wav,p06,delighted,3.083333333,2.722222222,0.639251701,438.9654191,290.0978889,236.7688057,526.8666946,99.33597508,79.30216907,36.82945397,46.90711242,83.73656638,526.2432954,1725.30608,2729.855584,145.8625035,278.706813,261.9545407,0.027819721,6.33E-05,0.014973061,0.017471677,0.044919182,0.116533104,1.114552936,0.05043577,0.08203821,0.137554821,0.151307311,17.31218637
400,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p08/p08 self talk survey/200818_1825_00-01-52.07--00-01-54.35.wav,200818_1825_00-01-52.07--00-01-54.35.wav,p08,selftalk,3.796296296,3.25,2.276984127,396.2522965,369.5683371,266.0599927,635.6283298,95.38234481,76.11364724,18.05832731,63.04551605,81.10384337,620.8669646,1568.78109,2949.719443,173.4676451,288.9841918,172.3146764,0.014041702,3.55E-05,0.007328972,0.008010868,0.021986916,0.080113936,0.831354853,0.039028443,0.05140492,0.074051118,0.117085329,17.81831694
401,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p08/p08 self talk survey/200908_1857_00-09-10.49--00-09-11.98.wav,200908_1857_00-09-10.49--00-09-11.98.wav,p08,selftalk,2.296296296,2.962962963,1.49600907,324.8109531,305.1658888,150.1282324,455.2941212,41.45037077,77.3746138,34.35495132,48.70842194,83.06337326,821.0985686,1859.553138,3272.418396,278.7278113,319.4325761,210.5201899,0.013783965,4.25E-05,0.00752264,0.006912964,0.022567921,0.05479058,0.569969657,0.028232896,0.033172764,0.042223276,0.084698687,14.5411843
402,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p08/p08 self talk survey/200822_0836_00-30-19.47--00-30-23.37.wav,200822_0836_00-30-19.47--00-30-23.37.wav,p08,selftalk,3.287037037,3.037037037,3.891995465,314.4009558,420.7759208,206.4059166,627.1818374,78.67879568,81.16029089,40.20298869,46.1323371,86.33532579,693.8710849,1698.601977,3025.648788,193.9738136,759.8049108,327.0802848,0.00968801,3.09E-05,0.004243477,0.004690085,0.01273043,0.040593454,0.513038805,0.020171967,0.025551224,0.033420916,0.060515902,20.93251781
403,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p08/p08 self talk survey/200908_1857_00-14-38.15--00-14-39.23c.wav,200908_1857_00-14-38.15--00-14-39.23c.wav,p08,selftalk,2.185185185,3.101851852,1.061133787,362.2568743,286.3219125,151.918176,438.2400885,44.50036085,76.37665169,27.789724,52.49265358,80.28237759,717.9912334,1858.133234,3243.056707,102.368725,129.6940868,183.0767056,0.010095742,2.79E-05,0.00503218,0.004385025,0.015096541,0.048856643,0.57714428,0.024394947,0.029998299,0.044381584,0.07318484,15.95250672
